DATEPRD,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,TOTAL_LIQUID,ACTIVE_WELLS,isolation_forest_anomaly
2010-04-08,5837.85,831083.77,5515.35,11353.199999999999,2,False
2010-04-09,5764.49,810242.73,5123.12,10887.609999999999,2,False
2010-04-10,5722.98,799857.59,5162.42,10885.400000000001,2,False
2010-04-11,5673.03,793125.0,5010.98,10684.009999999998,2,False
2010-04-12,5697.46,797557.6,5051.46,10748.92,2,False
2010-04-13,5681.98,798077.09,5114.360000000001,10796.34,2,False
2010-04-14,5686.700000000001,791460.29,3843.4700000000003,9530.170000000002,2,False
2010-04-15,5658.82,790593.67,4870.18,10529.0,2,False
2010-04-16,5687.08,794253.9199999999,4852.42,10539.5,2,False
2010-04-17,5142.21,718471.6599999999,4735.379999999999,9877.59,2,False
2010-04-18,5672.72,789718.65,4710.3099999999995,10383.029999999999,2,False
2010-04-19,5678.38,807326.05,5007.4,10685.779999999999,2,False
2010-04-20,5749.21,798979.9299999999,3903.72,9652.93,2,False
2010-04-21,5695.530000000001,791303.0800000001,4777.620000000001,10473.150000000001,2,False
2010-04-22,5624.85,784002.63,4799.9400000000005,10424.79,2,False
2010-04-23,5536.04,792844.5,4735.42,10271.46,2,False
2010-04-24,5172.1,738504.64,4595.07,9767.17,2,False
2010-04-25,4942.6900000000005,681859.27,4623.52,9566.210000000001,2,False
2010-04-26,3870.5699999999997,552945.02,3605.8199999999997,7476.389999999999,2,False
2010-04-27,5623.21,798095.3400000001,5047.71,10670.92,2,False
2010-04-28,4123.05,589708.53,3436.51,7559.56,2,False
2010-04-29,4823.42,687803.89,4227.96,9051.380000000001,2,False
2010-04-30,5733.33,814565.0,4952.85,10686.18,2,False
2010-05-01,5736.7,815839.06,4942.360000000001,10679.060000000001,2,False
2010-05-02,5761.889999999999,816819.78,4897.32,10659.21,2,False
2010-05-03,5785.52,817706.62,4907.13,10692.65,2,False
2010-05-04,4521.94,641478.01,3666.46,8188.4,2,False
2010-05-05,5643.9,795703.0,5116.5599999999995,10760.46,2,False
2010-05-06,5666.469999999999,802783.0800000001,4725.18,10391.65,2,False
2010-05-07,5674.68,805259.76,5148.16,10822.84,2,False
2010-05-08,5647.79,802030.91,5243.85,10891.64,2,False
2010-05-09,5627.98,798611.01,5224.92,10852.900000000001,2,False
2010-05-10,5598.35,795630.99,5285.01,10883.36,2,False
2010-05-11,5589.450000000001,793728.9099999999,5268.93,10858.38,2,False
2010-05-12,5531.52,762534.8899999999,5258.4400000000005,10789.96,2,False
2010-05-13,4899.469999999999,704354.14,4453.93,9353.400000000001,2,False
2010-05-14,5506.87,790175.6000000001,5003.48,10510.35,2,False
2010-05-15,5520.92,789028.28,5228.0599999999995,10748.98,2,False
2010-05-16,5502.25,786587.95,4951.379999999999,10453.63,2,False
2010-05-17,5501.219999999999,786504.98,5509.110000000001,11010.33,2,False
2010-05-18,5474.46,782005.9,5955.8099999999995,11430.27,2,False
2010-05-19,5423.139999999999,775332.87,5591.54,11014.68,2,False
2010-05-20,5374.29,767986.23,5771.99,11146.279999999999,2,False
2010-05-21,5333.040000000001,764315.19,5524.04,10857.080000000002,2,False
2010-05-22,5304.17,766419.34,5512.69,10816.859999999999,2,False
2010-05-23,5308.73,759204.27,5393.49,10702.220000000001,2,False
2010-05-24,5310.8,760393.4099999999,5393.379999999999,10704.18,2,False
2010-05-25,5304.9,759756.6200000001,5621.799999999999,10926.699999999999,2,False
2010-05-26,5293.6900000000005,756624.6299999999,5959.0599999999995,11252.75,2,False
2010-05-27,5175.969999999999,741177.72,5174.99,10350.96,2,False
2010-05-28,4548.0,649133.55,3950.54,8498.539999999999,2,False
2010-05-29,5234.73,743639.9099999999,6002.34,11237.07,2,False
2010-05-30,4994.89,700221.21,5753.17,10748.06,2,False
2010-05-31,3125.11,429689.39,3318.63,6443.74,2,False
2010-06-01,3670.92,513885.57999999996,2616.05,6286.969999999999,2,False
2010-06-02,5117.95,723104.08,5788.71,10906.66,2,False
2010-06-03,5139.3,730711.61,5690.360000000001,10829.66,2,False
2010-06-04,5158.19,734132.79,5587.85,10746.039999999999,2,False
2010-06-05,5160.46,736404.45,6484.13,11644.59,2,False
2010-06-06,5144.35,734662.3,6270.68,11415.029999999999,2,False
2010-06-07,5077.01,726999.3,6070.57,11147.58,2,False
2010-06-08,5060.719999999999,722452.53,6053.1,11113.82,2,False
2010-06-09,5059.97,722760.8999999999,5705.8,10765.77,2,False
2010-06-10,5054.01,706885.12,5924.07,10978.08,2,False
2010-06-11,5046.1,719841.03,5801.33,10847.43,2,False
2010-06-12,5021.01,718604.86,6012.62,11033.630000000001,2,False
2010-06-13,5057.860000000001,722395.6599999999,5375.549999999999,10433.41,2,False
2010-06-14,4989.38,713880.03,6255.24,11244.619999999999,2,False
2010-06-15,4917.610000000001,703963.25,6453.08,11370.69,2,False
2010-06-16,4839.55,693161.38,6221.99,11061.54,2,False
2010-06-17,4873.27,698027.27,6319.3,11192.57,2,False
2010-06-18,4860.12,697172.01,6201.6900000000005,11061.810000000001,2,False
2010-06-19,3902.3,565967.94,5096.67,8998.970000000001,2,False
2010-06-20,4794.86,684486.82,6559.55,11354.41,2,False
2010-06-21,4791.969999999999,683944.89,6521.93,11313.900000000001,2,False
2010-06-22,4757.45,681876.13,6452.09,11209.539999999999,2,False
2010-06-23,4736.43,680104.5,6453.92,11190.35,2,False
2010-06-24,4736.43,670815.75,6448.87,11185.3,2,False
2010-06-25,4680.74,673272.81,6243.030000000001,10923.77,2,False
2010-06-26,4676.799999999999,668893.64,6258.9400000000005,10935.74,2,False
2010-06-27,4665.6900000000005,670307.52,6253.4,10919.09,2,False
2010-06-28,4652.57,669087.12,6264.5,10917.07,2,False
2010-06-29,4646.47,668058.45,6205.58,10852.05,2,False
2010-06-30,4637.7,665251.3500000001,6258.68,10896.380000000001,2,False
2010-07-01,4624.74,665100.1,6288.48,10913.22,2,False
2010-07-02,4555.299999999999,656503.86,6233.41,10788.71,2,False
2010-07-03,4482.26,656503.86,6399.530000000001,10881.79,2,False
2010-07-04,4441.51,645396.94,6179.62,10621.130000000001,2,False
2010-07-05,4417.58,641632.5,6114.969999999999,10532.55,2,False
2010-07-06,4418.9,648385.49,6215.2,10634.1,2,False
2010-07-07,4386.389999999999,640520.14,6253.09,10639.48,2,False
2010-07-08,4371.9,637704.8,6307.6900000000005,10679.59,2,False
2010-07-09,4360.3,636051.8600000001,6379.41,10739.710000000001,2,False
2010-07-10,3332.7,492940.0,4989.04,8321.74,2,False
2010-07-11,4154.04,607233.07,6431.379999999999,10585.419999999998,2,False
2010-07-12,4303.030000000001,625344.53,6549.76,10852.79,2,False
2010-07-13,4409.1,635593.74,6599.71,11008.810000000001,2,False
2010-07-14,4409.8099999999995,634386.6100000001,6664.200000000001,11074.01,2,False
2010-07-15,4400.5,634635.0,6056.03,10456.529999999999,2,False
2010-07-16,4395.9400000000005,634386.78,6351.4400000000005,10747.380000000001,2,False
2010-07-17,4377.280000000001,632008.65,6353.860000000001,10731.14,2,False
2010-07-18,4358.33,628930.26,4937.9,9296.23,2,False
2010-07-19,4347.63,625989.61,5969.38,10317.009999999998,2,False
2010-07-20,4347.71,626586.28,6472.31,10820.02,2,False
2010-07-21,4334.05,624726.81,6505.360000000001,10839.41,2,False
2010-07-22,4314.0599999999995,623073.47,6564.83,10878.89,2,False
2010-07-23,4276.35,617517.78,6597.87,10874.22,2,False
2010-07-24,4248.780000000001,614084.44,6583.38,10832.16,2,False
2010-07-25,4247.41,613209.49,6599.6900000000005,10847.1,2,False
2010-07-26,4227.780000000001,610254.37,6602.389999999999,10830.17,2,False
2010-07-27,4236.62,612545.64,6620.04,10856.66,2,False
2010-07-28,4228.19,610778.38,6618.55,10846.74,2,False
2010-07-29,4217.54,609866.71,6619.52,10837.060000000001,2,False
2010-07-30,4210.0599999999995,607657.3999999999,6601.950000000001,10812.01,2,False
2010-07-31,4204.15,607362.55,6610.51,10814.66,2,False
2010-08-01,4194.74,605973.33,6623.49,10818.23,2,False
2010-08-02,4205.66,607413.76,6627.8099999999995,10833.470000000001,2,False
2010-08-03,4202.450000000001,606700.53,6666.85,10869.3,2,False
2010-08-04,4198.79,606774.06,6658.530000000001,10857.32,2,False
2010-08-05,3637.24,530107.2999999999,6213.33,9850.57,2,False
2010-08-06,4102.93,594648.01,7007.67,11110.599999999999,2,False
2010-08-07,3474.46,507578.89,5952.21,9426.67,2,False
2010-08-08,4115.07,596481.58,7037.84,11152.91,2,False
2010-08-09,4137.28,599061.63,7036.1,11173.380000000001,2,False
2010-08-10,4148.18,599384.0800000001,6837.74,10985.92,2,False
2010-08-11,4153.05,599045.49,6864.780000000001,11017.830000000002,2,False
2010-08-12,4145.24,600057.26,6876.62,11021.86,2,False
2010-08-13,4146.36,600519.65,6895.62,11041.98,2,False
2010-08-14,4147.360000000001,598981.77,6889.38,11036.740000000002,2,False
2010-08-15,4007.25,575535.02,6592.450000000001,10599.7,2,False
2010-08-28,0.0,535.16,0.0,0.0,1,True
2010-08-29,2184.66,318162.82999999996,3825.44,6010.1,2,False
2010-08-30,2778.3,389464.33,3378.26,6156.56,2,False
2010-08-31,2552.0699999999997,353331.85,3256.4300000000003,5808.5,2,False
2010-09-01,2512.3,356904.47,4766.17,7278.47,2,False
2010-09-02,4394.97,812353.9,5378.57,9773.54,2,False
2010-09-03,4254.889999999999,629130.54,5370.67,9625.560000000001,2,False
2010-09-04,4366.58,646707.01,5678.49,10045.07,2,False
2010-09-05,4300.9400000000005,639299.29,6096.62,10397.56,2,False
2010-09-06,4246.99,609212.48,5970.110000000001,10217.1,2,False
2010-09-07,4270.96,637092.65,6545.52,10816.48,2,False
2010-09-08,4251.74,636024.79,6301.48,10553.220000000001,2,False
2010-09-09,4287.77,641405.5,6738.61,11026.38,2,False
2010-09-10,4286.04,640485.75,6233.96,10520.0,2,False
2010-09-11,3948.21,579981.77,5890.8099999999995,9839.02,2,False
2010-09-12,2023.3,317016.57,3456.17,5479.47,1,False
2010-09-13,3101.6,469736.44,5294.68,8396.28,2,False
2010-09-14,2180.52,340278.0,3717.8700000000003,5898.39,2,False
2010-09-15,2055.21,324494.45,4130.86,6186.07,1,False
2010-09-16,2558.82,392884.22,4816.82,7375.639999999999,2,False
2010-09-17,3983.6800000000003,594660.7,6793.1900000000005,10776.869999999999,2,False
2010-09-18,2523.56,375624.75,4869.59,7393.15,2,False
2010-09-19,1870.38,294135.69,4006.27,5876.65,1,False
2010-09-20,2319.52,353140.36,4311.71,6631.23,2,False
2010-09-21,2689.4199999999996,384985.3,3044.32,5733.740000000001,2,False
2010-09-22,3097.0499999999997,455530.81,4073.5299999999997,7170.58,2,False
2010-09-23,2758.98,399923.7,2759.09,5518.07,1,False
2010-09-24,4546.05,658079.03,5302.459999999999,9848.51,2,False
2010-09-25,4913.05,718390.4,5765.780000000001,10678.830000000002,2,False
2010-09-26,4637.74,679764.75,5389.35,10027.09,2,False
2010-09-27,4928.1900000000005,733292.77,5854.0599999999995,10782.25,2,False
2010-09-28,4873.33,725134.56,5267.530000000001,10140.86,2,False
2010-09-29,4870.07,725889.01,6018.53,10888.6,2,False
2010-09-30,1666.28,239203.40999999997,6092.8,7759.08,2,False
2010-10-01,4202.12,631112.75,5612.89,9815.01,2,False
2010-10-02,4831.77,725758.74,5819.47,10651.24,2,False
2010-10-03,4698.81,707766.47,5646.51,10345.32,2,False
2010-10-04,4263.12,636299.69,5251.200000000001,9514.32,2,False
2010-10-05,4042.38,611630.4099999999,5576.4,9618.78,2,False
2010-10-06,4565.6900000000005,686680.44,5976.17,10541.86,2,False
2010-10-07,4452.29,668217.12,6711.27,11163.56,2,False
2010-10-08,3138.38,471163.24,4810.8,7949.18,2,False
2010-10-09,4353.150000000001,651466.97,6826.0,11179.150000000001,2,False
2010-10-10,4359.2,654771.37,6491.53,10850.73,2,False
2010-10-11,4327.360000000001,651124.3300000001,6871.15,11198.51,2,False
2010-10-12,4306.360000000001,648850.47,6645.96,10952.32,2,False
2010-10-13,4282.82,645799.24,6409.26,10692.08,2,False
2010-10-14,4277.24,645371.3,6385.45,10662.69,2,False
2010-10-15,4262.9,643575.6799999999,6473.7,10736.599999999999,2,False
2010-10-16,4255.21,641929.06,6450.71,10705.919999999998,2,False
2010-10-17,4243.42,640545.54,6543.16,10786.580000000002,2,False
2010-10-18,4221.42,630885.14,6578.969999999999,10800.39,2,False
2010-10-19,4188.63,629844.03,6742.6,10931.23,2,False
2010-10-20,4156.6,624474.84,6757.610000000001,10914.21,2,False
2010-10-21,4138.99,628842.17,6821.82,10960.81,2,False
2010-10-22,4092.59,610174.1799999999,6754.889999999999,10847.48,2,False
2010-10-23,4099.469999999999,622474.45,6871.37,10970.84,2,False
2010-10-24,4098.45,616981.13,6857.21,10955.66,2,False
2010-10-25,4064.14,614914.1799999999,6901.58,10965.72,2,False
2010-10-26,4022.41,610349.8,6861.17,10883.58,2,False
2010-10-27,4009.4300000000003,607885.42,6867.91,10877.34,2,False
2010-10-28,4028.9799999999996,607232.19,6898.68,10927.66,2,False
2010-10-29,4014.5099999999998,607670.87,6900.14,10914.650000000001,2,False
2010-10-30,4013.2999999999997,602376.0,6944.71,10958.009999999998,2,False
2010-10-31,4174.75,619056.6,7231.719999999999,11406.470000000001,2,False
2010-11-01,3973.9300000000003,589908.96,6868.93,10842.86,2,False
2010-11-02,3932.45,597192.12,6745.41,10677.86,2,False
2010-11-03,3930.53,596626.82,6803.950000000001,10734.48,2,False
2010-11-04,3933.25,584202.84,6924.58,10857.83,2,False
2010-11-05,3910.83,587512.1699999999,6842.79,10753.619999999999,2,False
2010-11-06,3892.3500000000004,591196.11,6845.639999999999,10737.99,2,False
2010-11-07,3898.0600000000004,593389.1000000001,6951.43,10849.49,2,False
2010-11-08,3156.11,483761.41000000003,5830.530000000001,8986.64,2,False
2010-11-09,3761.88,570452.16,7137.22,10899.1,2,False
2010-11-10,2929.7,454375.4,5845.4400000000005,8775.14,2,False
2010-11-11,3764.2,575226.81,7097.95,10862.15,2,False
2010-11-12,3760.56,569537.85,7371.799999999999,11132.36,2,False
2010-11-13,3748.7599999999998,564882.3,7262.66,11011.42,2,False
2010-11-14,3698.5699999999997,540150.9099999999,7499.8099999999995,11198.380000000001,2,False
2010-11-15,455.59000000000003,68608.3,985.58,1441.17,2,False
2010-11-16,2704.25,411091.68,5634.32,8338.57,2,False
2010-11-17,3165.29,478403.53,4968.049999999999,8133.34,2,False
2010-11-18,3733.3599999999997,560399.18,6914.73,10648.09,2,False
2010-11-19,3731.4900000000002,562355.78,6874.4400000000005,10605.93,2,False
2010-11-20,3705.83,560255.9,7002.4,10708.23,2,False
2010-11-21,3729.7799999999997,562283.85,6889.18,10618.96,2,False
2010-11-22,3728.9900000000002,564206.26,7234.74,10963.73,2,False
2010-11-23,3724.7200000000003,570420.6,6789.02,10513.740000000002,2,False
2010-11-24,3726.29,571620.71,6885.28,10611.57,2,False
2010-11-25,3717.77,571817.11,6994.1,10711.869999999999,2,False
2010-11-26,3726.4700000000003,573053.39,7082.75,10809.22,2,False
2010-11-27,3727.04,572787.04,7166.82,10893.86,2,False
2010-11-28,3734.8900000000003,573535.63,7235.75,10970.64,2,False
2010-11-29,3711.75,569529.0,7252.63,10964.380000000001,2,False
2010-11-30,3709.24,563643.4,7267.700000000001,10976.94,2,False
2010-12-01,3690.76,562586.95,7215.18,10905.94,2,False
2010-12-02,3660.07,559537.96,7206.9,10866.970000000001,2,False
2010-12-03,3651.87,556286.78,7239.62,10891.49,2,False
2010-12-04,3632.72,558472.28,7243.91,10876.630000000001,2,False
2010-12-05,3601.81,553875.23,7191.21,10793.02,2,False
2010-12-06,3587.8,551308.37,7186.200000000001,10774.0,2,False
2010-12-07,3575.6,550126.27,7216.34,10791.939999999999,2,False
2010-12-08,3571.4700000000003,548300.52,7230.85,10802.32,2,False
2010-12-09,2973.17,453589.08,6624.25,9597.42,2,False
2010-12-10,3525.6499999999996,542097.54,7336.07,10861.72,2,False
2010-12-11,3527.64,543016.0,7180.98,10708.62,2,False
2010-12-12,3541.14,529329.78,7202.700000000001,10743.84,2,False
2010-12-13,3546.95,539565.1,7217.07,10764.02,2,False
2010-12-14,3551.52,543745.69,7236.3099999999995,10787.83,2,False
2010-12-15,3518.8,542069.0,7192.5,10711.3,2,False
2010-12-16,3523.51,541486.79,7161.11,10684.619999999999,2,False
2010-12-17,3515.4000000000005,538236.86,7176.54,10691.939999999999,2,False
2010-12-18,3515.84,535668.47,7292.719999999999,10808.560000000001,2,False
2010-12-19,3496.63,534282.28,7124.5,10621.130000000001,2,False
2010-12-20,3507.88,537091.1699999999,7149.85,10657.73,2,False
2010-12-21,3530.25,540324.79,7224.77,10755.02,2,False
2010-12-22,3543.32,540578.25,7242.95,10786.27,2,False
2010-12-23,3603.87,545743.24,7322.71,10926.58,2,False
2010-12-24,3585.71,545194.92,7328.79,10914.5,2,False
2010-12-25,3563.2599999999998,543064.6799999999,7349.139999999999,10912.4,2,False
2010-12-26,3546.61,542071.64,7312.98,10859.59,2,False
2010-12-27,3531.14,541089.86,7313.13,10844.27,2,False
2010-12-28,3115.8100000000004,470842.13,6627.93,9743.74,2,False
2010-12-29,3393.3599999999997,517554.05000000005,7331.219999999999,10724.579999999998,2,False
2010-12-30,3493.46,533565.7,7002.719999999999,10496.18,2,False
2010-12-31,3481.17,533118.61,7295.2,10776.369999999999,2,False
2011-01-01,3474.7299999999996,530211.98,7043.33,10518.060000000001,2,False
2011-01-02,3472.34,529380.68,7298.959999999999,10771.3,2,False
2011-01-03,3463.41,529570.41,7286.82,10750.23,2,False
2011-01-04,3460.93,529169.94,7284.8099999999995,10745.74,2,False
2011-01-05,3466.73,529883.59,7256.17,10722.900000000001,2,False
2011-01-06,3463.26,529049.5800000001,7265.4,10728.66,2,False
2011-01-07,3475.75,528274.89,7276.58,10752.33,2,False
2011-01-08,3474.2799999999997,528774.76,7275.48,10749.76,2,False
2011-01-09,3471.0699999999997,528774.76,7280.95,10752.02,2,False
2011-01-10,3435.95,522410.32000000007,7329.0,10764.95,2,False
2011-01-11,3420.39,520686.86,7376.54,10796.93,2,False
2011-01-12,3483.3199999999997,522410.32,7348.67,10831.990000000002,2,False
2011-01-13,3491.1400000000003,531685.86,7480.52,10971.66,2,False
2011-01-14,3481.21,531433.98,7429.46,10910.669999999998,2,False
2011-01-15,3475.1000000000004,529526.7,7478.889999999999,10953.990000000002,2,False
2011-01-16,3468.15,527431.46,7441.95,10910.1,2,False
2011-01-17,3455.17,526998.8,7455.8,10910.970000000001,2,False
2011-01-18,3440.52,525090.85,7462.62,10903.14,2,False
2011-01-19,3419.33,521326.35,7447.41,10866.74,2,False
2011-01-20,3375.31,514691.07000000007,7380.29,10755.6,2,False
2011-01-21,3415.13,520505.22,7454.7,10869.829999999998,2,False
2011-01-22,3405.8999999999996,520356.36,7331.74,10737.64,2,False
2011-01-23,3354.92,512216.70999999996,7357.299999999999,10712.220000000001,2,False
2011-01-24,3358.0299999999997,512704.91000000003,7368.41,10726.44,2,False
2011-01-25,3322.43,508547.99,7345.43,10667.86,2,False
2011-01-26,3328.41,508369.16000000003,7336.59,10665.0,2,False
2011-01-27,3317.6,507177.41000000003,7338.360000000001,10655.96,2,False
2011-01-28,3326.4,508030.47,7360.12,10686.52,2,False
2011-01-29,3376.1099999999997,516661.2,7459.96,10836.07,2,False
2011-01-30,3374.42,515160.16000000003,7447.23,10821.65,2,False
2011-01-31,3327.56,510692.55,7354.07,10681.630000000001,2,False
2011-02-01,1984.74,314382.38,4722.16,6706.9,2,False
2011-02-05,1322.5900000000001,209521.7,3527.99,4850.58,2,False
2011-02-06,2815.9,420618.83999999997,7254.65,10070.55,2,False
2011-02-07,3275.67,498447.06999999995,7462.92,10738.59,2,False
2011-02-08,3238.58,496146.64999999997,7218.92,10457.5,2,False
2011-02-09,3238.67,501145.52,7461.84,10700.509999999998,2,False
2011-02-10,3307.09,505554.37,7305.82,10612.91,2,False
2011-02-11,3308.74,505963.26,7659.38,10968.12,2,False
2011-02-12,3275.96,501985.33999999997,7207.22,10483.18,2,False
2011-02-13,2460.29,387390.5,5541.59,8001.88,2,False
2011-02-14,1082.87,226367.66000000003,2443.66,3526.53,2,False
2011-02-15,2334.48,347651.0,3629.8,5964.280000000001,2,False
2011-02-16,3300.4300000000003,504206.73,7669.139999999999,10969.57,2,False
2011-02-17,3270.34,507848.0,6879.04,10149.380000000001,2,False
2011-02-18,3244.52,506820.91,6929.07,10173.59,2,False
2011-02-19,3233.42,503558.26,6972.83,10206.25,2,False
2011-02-20,3235.37,503052.77,7385.36,10620.73,2,False
2011-02-21,3235.77,503135.74,7110.99,10346.759999999998,2,False
2011-02-22,3211.5,501049.76,7153.02,10364.52,2,False
2011-02-23,3200.23,499301.02999999997,7211.27,10411.5,2,False
2011-02-24,3174.5299999999997,494204.02,7263.41,10437.94,2,False
2011-02-25,3153.0,485498.72,7236.96,10389.960000000001,2,False
2011-02-26,3121.0,477402.0,7157.780000000001,10278.779999999999,2,False
2011-02-27,3106.29,474831.61,7174.33,10280.619999999999,2,False
2011-02-28,3091.8199999999997,473252.82,7187.16,10278.98,2,False
2011-03-01,3105.08,474936.82,7255.709999999999,10360.79,2,False
2011-03-02,3067.7200000000003,469655.15,7202.26,10269.98,2,False
2011-03-03,3042.51,467253.33,7156.2,10198.71,2,False
2011-03-04,3069.96,469540.97,7266.110000000001,10336.07,2,False
2011-03-05,3042.9799999999996,466737.88,7231.85,10274.83,2,False
2011-03-06,3042.24,461960.69,7260.92,10303.16,2,False
2011-03-07,3027.96,463900.83,7177.1900000000005,10205.150000000001,2,False
2011-03-08,3005.75,469943.32999999996,7261.54,10267.29,2,False
2011-03-09,3004.08,464249.57999999996,7216.45,10220.529999999999,2,False
2011-03-10,3025.5299999999997,466903.48,7228.91,10254.439999999999,2,False
2011-03-11,3053.24,468716.51,7278.8,10332.04,2,False
2011-03-12,3180.5299999999997,487077.37,7586.57,10767.099999999999,2,False
2011-03-13,3223.35,497016.48,7731.81,10955.16,2,False
2011-03-14,3222.1800000000003,495493.63,7736.61,10958.79,2,False
2011-03-15,3215.58,495579.37,7740.5,10956.08,2,False
2011-03-16,3191.94,494140.41000000003,7714.37,10906.31,2,False
2011-03-17,1319.74,205295.47,3591.92,4911.66,2,False
2011-03-18,3026.0,464745.28,7776.280000000001,10802.28,2,False
2011-03-19,3130.1,481086.59,7914.55,11044.650000000001,2,False
2011-03-20,3129.19,482071.0,7981.41,11110.6,2,False
2011-03-21,3129.86,484026.0,7833.360000000001,10963.220000000001,2,False
2011-03-22,3128.39,481253.36,7859.49,10987.880000000001,2,False
2011-03-23,3117.98,481021.61,7657.4400000000005,10775.42,2,False
2011-03-24,3111.1000000000004,481741.57999999996,7880.62,10991.720000000001,2,False
2011-03-25,3108.17,481335.43,7816.91,10925.08,2,False
2011-03-26,3110.79,480185.72,7717.68,10828.470000000001,2,False
2011-03-27,2974.24,458747.0,7582.93,10557.17,2,False
2011-03-28,3095.48,478370.67000000004,7845.21,10940.689999999999,2,False
2011-03-29,3082.12,473959.08,7807.33,10889.45,2,False
2011-03-30,3057.6800000000003,473706.01,7814.0,10871.68,2,False
2011-03-31,3063.54,473323.55000000005,7612.65,10676.189999999999,2,False
2011-04-01,3060.0,472233.64,7819.24,10879.240000000002,2,False
2011-04-02,3045.6099999999997,471787.95,7808.45,10854.06,2,False
2011-04-03,3035.42,470592.64999999997,7820.6900000000005,10856.11,2,False
2011-04-04,3028.26,469875.22,7824.15,10852.41,2,False
2011-04-05,2698.1400000000003,422261.72,8276.79,10974.93,2,False
2011-04-06,3011.24,464931.53,8092.72,11103.96,2,False
2011-04-07,3035.58,471151.5,7727.16,10762.74,2,False
2011-04-08,3033.19,477663.16000000003,7972.48,11005.67,2,False
2011-04-09,3041.2799999999997,471599.76,7949.15,10990.43,2,False
2011-04-10,3035.1800000000003,474071.73,7984.4400000000005,11019.619999999999,2,False
2011-04-11,3045.0699999999997,475402.73,8045.68,11090.75,2,False
2011-04-12,3046.99,474775.0,7849.5,10896.49,2,False
2011-04-13,2639.16,413057.36,7814.610000000001,10453.77,2,False
2011-04-14,3030.66,464781.34,7929.9,10960.560000000001,2,False
2011-04-15,3040.36,468791.74,7963.43,11003.79,2,False
2011-04-16,3034.13,468352.35,7947.700000000001,10981.830000000002,2,False
2011-04-17,3027.31,467512.9,7941.75,10969.060000000001,2,False
2011-04-18,3010.14,467746.0,8073.0599999999995,11083.2,2,False
2011-04-19,3002.86,467226.0,7855.73,10858.59,2,False
2011-04-20,3000.9700000000003,465898.0,7839.72,10840.69,2,False
2011-04-21,2996.08,462130.0,7984.610000000001,10980.69,2,False
2011-04-22,2990.8900000000003,466312.0,7936.8,10927.69,2,False
2011-04-23,2985.81,467265.30000000005,7938.1900000000005,10924.0,2,False
2011-04-24,2986.11,465207.0,7954.1900000000005,10940.3,2,False
2011-04-25,2979.54,463852.0,7967.46,10947.0,2,False
2011-04-26,2969.83,463197.91000000003,7986.03,10955.86,2,False
2011-04-27,2972.04,463061.89,7992.84,10964.880000000001,2,False
2011-04-28,2955.6400000000003,460163.14,7992.76,10948.4,2,False
2011-04-29,2951.21,459625.93,7977.16,10928.369999999999,2,False
2011-04-30,2945.26,459176.3,7983.59,10928.85,2,False
2011-05-01,2942.34,458412.69,7979.8099999999995,10922.15,2,False
2011-05-02,2939.7200000000003,457821.61,7977.13,10916.849999999999,2,False
2011-05-03,2929.92,456972.57999999996,7829.42,10759.34,2,False
2011-05-04,2941.62,457456.53,7992.98,10934.599999999999,2,False
2011-05-05,2934.1499999999996,456811.19,8012.450000000001,10946.599999999999,2,False
2011-05-06,2927.8599999999997,459784.72000000003,8012.6900000000005,10940.55,2,False
2011-05-07,2926.42,457465.85,8003.3,10929.720000000001,2,False
2011-05-08,2928.1800000000003,455721.98,7994.57,10922.75,2,False
2011-05-09,2915.4300000000003,455701.37,8004.27,10919.7,2,False
2011-05-10,2911.48,455721.68000000005,8004.49,10915.970000000001,2,False
2011-05-11,2631.41,413675.03,7481.65,10113.06,2,False
2011-05-12,2836.26,442125.0,8006.58,10842.84,2,False
2011-05-13,2857.1400000000003,445844.17,8099.68,10956.82,2,False
2011-05-14,2859.75,445664.43000000005,8114.460000000001,10974.21,2,False
2011-05-15,2862.8599999999997,445667.69999999995,8099.26,10962.119999999999,2,False
2011-05-16,2864.4700000000003,449510.78,8089.34,10953.810000000001,2,False
2011-05-17,2861.77,448906.0,8096.62,10958.39,2,False
2011-05-18,2849.59,447341.30000000005,8085.21,10934.8,2,False
2011-05-19,2232.04,354530.29000000004,8062.49,10294.529999999999,2,False
2011-05-20,2762.7,438577.47,8177.799999999999,10940.5,2,False
2011-05-21,2886.88,445910.39,8205.82,11092.7,2,False
2011-05-22,2866.62,446843.73,8152.66,11019.279999999999,2,False
2011-05-23,2857.48,447383.45,8037.130000000001,10894.61,2,False
2011-05-24,2867.42,441910.56,8039.09,10906.509999999998,2,False
2011-05-25,2871.18,442566.0,8064.12,10935.3,2,False
2011-05-26,2855.4700000000003,444856.61,8068.67,10924.14,2,False
2011-05-27,2850.68,444229.72,8062.0599999999995,10912.739999999998,2,False
2011-05-28,2848.0699999999997,444229.72,8070.300000000001,10918.37,2,False
2011-05-29,2839.37,438685.91000000003,8030.43,10869.8,2,False
2011-05-30,2836.9,437604.9,8017.01,10853.91,2,False
2011-05-31,2831.1499999999996,436734.61,8027.84,10858.99,2,False
2011-06-01,2838.45,438178.26,8038.07,10876.52,2,False
2011-06-02,2236.25,343958.82,5034.889999999999,7271.14,2,False
2011-06-03,2645.66,415341.5,8122.58,10768.24,2,False
2011-06-04,2720.83,427047.36,8220.27,10941.1,2,False
